ln (n2d)	T0^(1/3)	-Seebeck	Independent Variable	Linear Fit of T0^(1/3)	Independent Variable	Linear Fit of -Seebeck
			28.8439439439439	33.1594834209349	28.8439439439439	68.1226003563525
			28.8452452452452	33.1254888628883	28.8452452452452	68.0986319691018
			28.8465465465465	33.0914943048417	28.8465465465465	68.0746635818512
			28.8478478478478	33.0574997467952	28.8478478478478	68.0506951946005
			28.8491491491491	33.0235051887488	28.8491491491491	68.0267268073499
			28.8504504504505	32.9895106307022	28.8504504504505	68.0027584200992
			28.8517517517518	32.9555160726557	28.8517517517518	67.9787900328486
			28.8530530530531	32.9215215146091	28.8530530530531	67.9548216455979
			28.8543543543544	32.8875269565626	28.8543543543544	67.9308532583473
			28.8556556556557	32.8535323985161	28.8556556556557	67.9068848710966
			28.856956956957	32.8195378404696	28.856956956957	67.882916483846
			28.8582582582583	32.7855432824231	28.8582582582583	67.8589480965953
			28.8595595595596	32.7515487243766	28.8595595595596	67.8349797093447
			28.8608608608609	32.71755416633	28.8608608608609	67.8110113220941
			28.8621621621622	32.6835596082835	28.8621621621622	67.7870429348434
			28.8634634634635	32.649565050237	28.8634634634635	67.7630745475929
			28.8647647647648	32.6155704921905	28.8647647647648	67.7391061603422
			28.8660660660661	32.5815759341439	28.8660660660661	67.7151377730914
			28.8673673673674	32.5475813760975	28.8673673673674	67.6911693858409
			28.8686686686687	32.513586818051	28.8686686686687	67.6672009985903
			28.86996996997	32.4795922600043	28.86996996997	67.6432326113396
			28.8712712712713	32.4455977019578	28.8712712712713	67.619264224089
			28.8725725725726	32.4116031439114	28.8725725725726	67.5952958368383
			28.8738738738739	32.3776085858648	28.8738738738739	67.5713274495877
			28.8751751751752	32.3436140278183	28.8751751751752	67.547359062337
			28.8764764764765	32.3096194697717	28.8764764764765	67.5233906750864
			28.8777777777778	32.2756249117252	28.8777777777778	67.4994222878357
			28.8790790790791	32.2416303536787	28.8790790790791	67.4754539005851
			28.8803803803804	32.2076357956322	28.8803803803804	67.4514855133345
			28.8816816816817	32.1736412375857	28.8816816816817	67.4275171260838
			28.882982982983	32.1396466795392	28.882982982983	67.4035487388333
			28.8842842842843	32.1056521214927	28.8842842842843	67.3795803515826
			28.8855855855856	32.0716575634461	28.8855855855856	67.3556119643318
			28.8868868868869	32.0376630053996	28.8868868868869	67.3316435770813
			28.8881881881882	32.0036684473531	28.8881881881882	67.3076751898307
			28.8894894894895	31.9696738893065	28.8894894894895	67.28370680258
			28.8907907907908	31.9356793312601	28.8907907907908	67.2597384153294
			28.8920920920921	31.9016847732136	28.8920920920921	67.2357700280787
			28.8933933933934	31.8676902151669	28.8933933933934	67.2118016408281
			28.8946946946947	31.8336956571204	28.8946946946947	67.1878332535774
			28.895995995996	31.799701099074	28.895995995996	67.1638648663268
			28.8972972972973	31.7657065410274	28.8972972972973	67.1398964790761
			28.8985985985986	31.7317119829809	28.8985985985986	67.1159280918255
			28.8998998998999	31.6977174249344	28.8998998998999	67.0919597045749
			28.9012012012012	31.6637228668878	28.9012012012012	67.0679913173242
			28.9025025025025	31.6297283088413	28.9025025025025	67.0440229300735
			28.9038038038038	31.5957337507948	28.9038038038038	67.020054542823
			28.9051051051051	31.5617391927483	28.9051051051051	66.9960861555722
			28.9064064064064	31.5277446347018	28.9064064064064	66.9721177683217
			28.9077077077077	31.4937500766553	28.9077077077077	66.9481493810711
			28.909009009009	31.4597555186087	28.909009009009	66.9241809938204
			28.9103103103103	31.4257609605622	28.9103103103103	66.9002126065698
			28.9116116116116	31.3917664025157	28.9116116116116	66.8762442193191
			28.9129129129129	31.3577718444691	28.9129129129129	66.8522758320685
			28.9142142142142	31.3237772864227	28.9142142142142	66.8283074448178
			28.9155155155155	31.2897827283762	28.9155155155155	66.8043390575672
			28.9168168168168	31.2557881703295	28.9168168168168	66.7803706703165
			28.9181181181181	31.221793612283	28.9181181181181	66.7564022830659
			28.9194194194194	31.1877990542366	28.9194194194194	66.7324338958152
			28.9207207207207	31.15380449619	28.9207207207207	66.7084655085646
			28.922022022022	31.1198099381435	28.922022022022	66.6844971213139
			28.9233233233233	31.085815380097	28.9233233233233	66.6605287340634
			28.9246246246246	31.0518208220504	28.9246246246246	66.6365603468126
			28.9259259259259	31.0178262640039	28.9259259259259	66.6125919595621
			28.9272272272272	30.9838317059574	28.9272272272272	66.5886235723115
			28.9285285285285	30.9498371479109	28.9285285285285	66.5646551850608
			28.9298298298298	30.9158425898644	28.9298298298298	66.5406867978102
			28.9311311311311	30.8818480318179	28.9311311311311	66.5167184105595
			28.9324324324324	30.8478534737714	28.9324324324324	66.4927500233089
			28.9337337337337	30.8138589157248	28.9337337337337	66.4687816360582
			28.935035035035	30.7798643576783	28.935035035035	66.4448132488076
			28.9363363363363	30.7458697996317	28.9363363363363	66.4208448615569
			28.9376376376376	30.7118752415853	28.9376376376376	66.3968764743063
			28.9389389389389	30.6778806835388	28.9389389389389	66.3729080870556
			28.9402402402402	30.6438861254921	28.9402402402402	66.348939699805
			28.9415415415415	30.6098915674456	28.9415415415415	66.3249713125543
			28.9428428428428	30.5758970093992	28.9428428428428	66.3010029253038
			28.9441441441441	30.5419024513526	28.9441441441441	66.277034538053
			28.9454454454454	30.5079078933061	28.9454454454454	66.2530661508025
			28.9467467467467	30.4739133352596	28.9467467467467	66.2290977635519
			28.9480480480481	30.4399187772131	28.9480480480481	66.2051293763012
			28.9493493493494	30.4059242191665	28.9493493493494	66.1811609890506
			28.9506506506507	30.37192966112	28.9506506506507	66.1571926017999
			28.951951951952	30.3379351030735	28.951951951952	66.1332242145493
			28.9532532532533	30.303940545027	28.9532532532533	66.1092558272986
			28.9545545545546	30.2699459869805	28.9545545545546	66.085287440048
			28.9558558558559	30.235951428934	28.9558558558559	66.0613190527973
			28.9571571571572	30.2019568708874	28.9571571571572	66.0373506655467
			28.9584584584585	30.1679623128409	28.9584584584585	66.013382278296
			28.9597597597598	30.1339677547944	28.9597597597598	65.9894138910455
			28.9610610610611	30.0999731967479	28.9610610610611	65.9654455037947
			28.9623623623624	30.0659786387014	28.9623623623624	65.9414771165442
			28.9636636636637	30.0319840806549	28.9636636636637	65.9175087292936
			28.964964964965	29.9979895226082	28.964964964965	65.8935403420429
			28.9662662662663	29.9639949645618	28.9662662662663	65.8695719547923
			28.9675675675676	29.9300004065153	28.9675675675676	65.8456035675416
			28.9688688688689	29.8960058484687	28.9688688688689	65.821635180291
			28.9701701701702	29.8620112904222	28.9701701701702	65.7976667930403
			28.9714714714715	29.8280167323758	28.9714714714715	65.7736984057897
			28.9727727727728	29.7940221743291	28.9727727727728	65.749730018539
			28.9740740740741	29.7600276162826	28.9740740740741	65.7257616312884
			28.9753753753754	29.7260330582362	28.9753753753754	65.7017932440377
			28.9766766766767	29.6920385001896	28.9766766766767	65.6778248567871
			28.977977977978	29.6580439421431	28.977977977978	65.6538564695364
			28.9792792792793	29.6240493840966	28.9792792792793	65.6298880822859
			28.9805805805806	29.5900548260501	28.9805805805806	65.6059196950351
			28.9818818818819	29.5560602680035	28.9818818818819	65.5819513077846
			28.9831831831832	29.522065709957	28.9831831831832	65.557982920534
			28.9844844844845	29.4880711519105	28.9844844844845	65.5340145332832
			28.9857857857858	29.454076593864	28.9857857857858	65.5100461460327
			28.9870870870871	29.4200820358175	28.9870870870871	65.486077758782
			28.9883883883884	29.3860874777708	28.9883883883884	65.4621093715314
			28.9896896896897	29.3520929197244	28.9896896896897	65.4381409842807
			28.990990990991	29.3180983616779	28.990990990991	65.4141725970301
			28.9922922922923	29.2841038036313	28.9922922922923	65.3902042097794
			28.9935935935936	29.2501092455848	28.9935935935936	65.3662358225288
			28.9948948948949	29.2161146875384	28.9948948948949	65.3422674352781
			28.9961961961962	29.1821201294918	28.9961961961962	65.3182990480275
			28.9974974974975	29.1481255714452	28.9974974974975	65.2943306607768
			28.9987987987988	29.1141310133988	28.9987987987988	65.2703622735263
			29.0001001001001	29.0801364553522	29.0001001001001	65.2463938862755
			29.0014014014014	29.0461418973057	29.0014014014014	65.2224254990249
			29.0027027027027	29.0121473392592	29.0027027027027	65.1984571117744
			29.004004004004	28.9781527812127	29.004004004004	65.1744887245236
			29.0053053053053	28.9441582231661	29.0053053053053	65.1505203372731
			29.0066066066066	28.9101636651196	29.0066066066066	65.1265519500224
			29.0079079079079	28.8761691070731	29.0079079079079	65.1025835627718
			29.0092092092092	28.8421745490266	29.0092092092092	65.0786151755211
			29.0105105105105	28.8081799909801	29.0105105105105	65.0546467882705
			29.0118118118118	28.7741854329335	29.0118118118118	65.0306784010198
			29.0131131131131	28.740190874887	29.0131131131131	65.0067100137692
			29.0144144144144	28.7061963168405	29.0144144144144	64.9827416265185
			29.0157157157157	28.6722017587939	29.0157157157157	64.9587732392679
			29.017017017017	28.6382072007474	29.017017017017	64.9348048520172
			29.0183183183183	28.604212642701	29.0183183183183	64.9108364647667
			29.0196196196196	28.5702180846544	29.0196196196196	64.8868680775159
			29.0209209209209	28.5362235266078	29.0209209209209	64.8628996902653
			29.0222222222222	28.5022289685614	29.0222222222222	64.8389313030148
			29.0235235235235	28.4682344105148	29.0235235235235	64.814962915764
			29.0248248248248	28.4342398524683	29.0248248248248	64.7909945285135
			29.0261261261261	28.4002452944218	29.0261261261261	64.7670261412628
			29.0274274274274	28.3662507363753	29.0274274274274	64.7430577540122
			29.0287287287287	28.3322561783287	29.0287287287287	64.7190893667615
			29.03003003003	28.2982616202822	29.03003003003	64.6951209795109
			29.0313313313313	28.2642670622357	29.0313313313313	64.6711525922602
			29.0326326326326	28.2302725041892	29.0326326326326	64.6471842050096
			29.0339339339339	28.1962779461427	29.0339339339339	64.6232158177589
			29.0352352352352	28.1622833880961	29.0352352352352	64.5992474305083
			29.0365365365365	28.1282888300497	29.0365365365365	64.5752790432576
			29.0378378378378	28.0942942720031	29.0378378378378	64.551310656007
			29.0391391391391	28.0602997139565	29.0391391391391	64.5273422687563
			29.0404404404404	28.02630515591	29.0404404404404	64.5033738815057
			29.0417417417417	27.9923105978636	29.0417417417417	64.4794054942552
			29.043043043043	27.958316039817	29.043043043043	64.4554371070044
			29.0443443443443	27.9243214817704	29.0443443443443	64.4314687197539
			29.0456456456456	27.890326923724	29.0456456456456	64.4075003325032
			29.0469469469469	27.8563323656774	29.0469469469469	64.3835319452526
			29.0482482482483	27.8223378076309	29.0482482482483	64.3595635580019
			29.0495495495496	27.7883432495844	29.0495495495496	64.3355951707513
			29.0508508508509	27.7543486915379	29.0508508508509	64.3116267835006
			29.0521521521522	27.7203541334914	29.0521521521522	64.28765839625
			29.0534534534535	27.6863595754448	29.0534534534535	64.2636900089993
			29.0547547547548	27.6523650173983	29.0547547547548	64.2397216217487
			29.0560560560561	27.6183704593518	29.0560560560561	64.215753234498
			29.0573573573574	27.5843759013053	29.0573573573574	64.1917848472474
			29.0586586586587	27.5503813432587	29.0586586586587	64.1678164599967
			29.05995995996	27.5163867852123	29.05995995996	64.1438480727461
			29.0612612612613	27.4823922271657	29.0612612612613	64.1198796854956
			29.0625625625626	27.4483976691191	29.0625625625626	64.0959112982448
			29.0638638638639	27.4144031110726	29.0638638638639	64.0719429109943
			29.0651651651652	27.3804085530262	29.0651651651652	64.0479745237436
			29.0664664664665	27.3464139949796	29.0664664664665	64.0240061364929
			29.0677677677678	27.3124194369331	29.0677677677678	64.0000377492423
			29.0690690690691	27.2784248788867	29.0690690690691	63.9760693619917
			29.0703703703704	27.24443032084	29.0703703703704	63.952100974741
			29.0716716716717	27.2104357627935	29.0716716716717	63.9281325874904
			29.072972972973	27.176441204747	29.072972972973	63.9041642002397
			29.0742742742743	27.1424466467005	29.0742742742743	63.8801958129891
			29.0755755755756	27.108452088654	29.0755755755756	63.8562274257384
			29.0768768768769	27.0744575306074	29.0768768768769	63.8322590384878
			29.0781781781782	27.0404629725609	29.0781781781782	63.8082906512371
			29.0794794794795	27.0064684145144	29.0794794794795	63.7843222639865
			29.0807807807808	26.9724738564679	29.0807807807808	63.760353876736
			29.0820820820821	26.9384792984213	29.0820820820821	63.7363854894852
			29.0833833833834	26.9044847403749	29.0833833833834	63.7124171022346
			29.0846846846847	26.8704901823284	29.0846846846847	63.688448714984
			29.085985985986	26.8364956242818	29.085985985986	63.6644803277334
			29.0872872872873	26.8025010662352	29.0872872872873	63.6405119404827
			29.0885885885886	26.7685065081888	29.0885885885886	63.6165435532321
			29.0898898898899	26.7345119501423	29.0898898898899	63.5925751659814
			29.0911911911912	26.7005173920957	29.0911911911912	63.5686067787308
			29.0924924924925	26.6665228340493	29.0924924924925	63.5446383914801
			29.0937937937938	26.6325282760027	29.0937937937938	63.5206700042295
			29.0950950950951	26.5985337179561	29.0950950950951	63.4967016169788
			29.0963963963964	26.5645391599096	29.0963963963964	63.4727332297282
			29.0976976976977	26.5305446018632	29.0976976976977	63.4487648424777
			29.098998998999	26.4965500438166	29.098998998999	63.4247964552269
			29.1003003003003	26.4625554857701	29.1003003003003	63.4008280679764
			29.1016016016016	26.4285609277235	29.1016016016016	63.3768596807257
			29.1029029029029	26.394566369677	29.1029029029029	63.352891293475
			29.1042042042042	26.3605718116305	29.1042042042042	63.3289229062244
			29.1055055055055	26.326577253584	29.1055055055055	63.3049545189738
			29.1068068068068	26.2925826955375	29.1068068068068	63.2809861317231
			29.1081081081081	26.258588137491	29.1081081081081	63.2570177444725
			29.1094094094094	26.2245935794444	29.1094094094094	63.2330493572218
			29.1107107107107	26.1905990213978	29.1107107107107	63.2090809699712
			29.112012012012	26.1566044633514	29.112012012012	63.1851125827205
			29.1133133133133	26.1226099053049	29.1133133133133	63.1611441954699
			29.1146146146146	26.0886153472583	29.1146146146146	63.1371758082192
			29.1159159159159	26.0546207892119	29.1159159159159	63.1132074209686
			29.1172172172172	26.0206262311654	29.1172172172172	63.0892390337181
			29.1185185185185	25.9866316731187	29.1185185185185	63.0652706464673
			29.1198198198198	25.9526371150722	29.1198198198198	63.0413022592167
			29.1211211211211	25.9186425570258	29.1211211211211	63.0173338719661
			29.1224224224224	25.8846479989792	29.1224224224224	62.9933654847154
			29.1237237237237	25.8506534409327	29.1237237237237	62.9693970974648
			29.125025025025	25.8166588828861	29.125025025025	62.9454287102142
			29.1263263263263	25.7826643248396	29.1263263263263	62.9214603229635
			29.1276276276276	25.7486697667931	29.1276276276276	62.8974919357129
			29.1289289289289	25.7146752087466	29.1289289289289	62.8735235484622
			29.1302302302302	25.6806806507001	29.1302302302302	62.8495551612116
			29.1315315315315	25.6466860926536	29.1315315315315	62.8255867739609
			29.1328328328328	25.6126915346071	29.1328328328328	62.8016183867103
			29.1341341341341	25.5786969765604	29.1341341341341	62.7776499994596
			29.1354354354354	25.544702418514	29.1354354354354	62.753681612209
			29.1367367367367	25.5107078604675	29.1367367367367	62.7297132249583
			29.138038038038	25.4767133024209	29.138038038038	62.7057448377077
			29.1393393393393	25.4427187443745	29.1393393393393	62.6817764504571
			29.1406406406406	25.408724186328	29.1406406406406	62.6578080632065
			29.1419419419419	25.3747296282813	29.1419419419419	62.6338396759558
			29.1432432432432	25.3407350702348	29.1432432432432	62.6098712887052
			29.1445445445445	25.3067405121884	29.1445445445445	62.5859029014546
			29.1458458458458	25.2727459541418	29.1458458458458	62.5619345142039
			29.1471471471471	25.2387513960953	29.1471471471471	62.5379661269533
			29.1484484484484	25.2047568380488	29.1484484484484	62.5139977397026
			29.1497497497498	25.1707622800022	29.1497497497498	62.490029352452
			29.1510510510511	25.1367677219557	29.1510510510511	62.4660609652013
			29.1523523523524	25.1027731639092	29.1523523523524	62.4420925779507
			29.1536536536537	25.0687786058627	29.1536536536537	62.4181241907
			29.154954954955	25.0347840478162	29.154954954955	62.3941558034494
			29.1562562562563	25.0007894897697	29.1562562562563	62.3701874161987
			29.1575575575576	24.9667949317231	29.1575575575576	62.3462190289481
			29.1588588588589	24.9328003736766	29.1588588588589	62.3222506416975
			29.1601601601602	24.8988058156301	29.1601601601602	62.2982822544469
			29.1614614614615	24.8648112575835	29.1614614614615	62.2743138671962
			29.1627627627628	24.8308166995371	29.1627627627628	62.2503454799456
			29.1640640640641	24.7968221414906	29.1640640640641	62.226377092695
			29.1653653653654	24.7628275834439	29.1653653653654	62.2024087054442
			29.1666666666667	24.7288330253974	29.1666666666667	62.1784403181937
			29.167967967968	24.694838467351	29.167967967968	62.154471930943
			29.1692692692693	24.6608439093044	29.1692692692693	62.1305035436924
			29.1705705705706	24.6268493512579	29.1705705705706	62.1065351564417
			29.1718718718719	24.5928547932114	29.1718718718719	62.0825667691911
			29.1731731731732	24.5588602351648	29.1731731731732	62.0585983819404
			29.1744744744745	24.5248656771183	29.1744744744745	62.0346299946898
			29.1757757757758	24.4908711190718	29.1757757757758	62.0106616074391
			29.1770770770771	24.4568765610253	29.1770770770771	61.9866932201885
			29.1783783783784	24.4228820029788	29.1783783783784	61.9627248329379
			29.1796796796797	24.3888874449323	29.1796796796797	61.9387564456873
			29.180980980981	24.3548928868858	29.180980980981	61.9147880584366
			29.1822822822823	24.3208983288392	29.1822822822823	61.890819671186
			29.1835835835836	24.2869037707927	29.1835835835836	61.8668512839354
			29.1848848848849	24.2529092127461	29.1848848848849	61.8428828966846
			29.1861861861862	24.2189146546997	29.1861861861862	61.8189145094341
			29.1874874874875	24.1849200966532	29.1874874874875	61.7949461221834
			29.1887887887888	24.1509255386065	29.1887887887888	61.7709777349328
			29.1900900900901	24.11693098056	29.1900900900901	61.7470093476821
			29.1913913913914	24.0829364225136	29.1913913913914	61.7230409604315
			29.1926926926927	24.048941864467	29.1926926926927	61.6990725731808
			29.193993993994	24.0149473064205	29.193993993994	61.6751041859302
			29.1952952952953	23.980952748374	29.1952952952953	61.6511357986795
			29.1965965965966	23.9469581903275	29.1965965965966	61.6271674114289
			29.1978978978979	23.9129636322809	29.1978978978979	61.6031990241783
			29.1991991991992	23.8789690742344	29.1991991991992	61.5792306369277
			29.2005005005005	23.8449745161879	29.2005005005005	61.555262249677
			29.2018018018018	23.8109799581414	29.2018018018018	61.5312938624263
			29.2031031031031	23.7769854000949	29.2031031031031	61.5073254751758
			29.2044044044044	23.7429908420484	29.2044044044044	61.483357087925
			29.2057057057057	23.7089962840018	29.2057057057057	61.4593887006745
			29.207007007007	23.6750017259553	29.207007007007	61.4354203134238
			29.2083083083083	23.6410071679087	29.2083083083083	61.4114519261732
			29.2096096096096	23.6070126098623	29.2096096096096	61.3874835389225
			29.2109109109109	23.5730180518158	29.2109109109109	61.3635151516719
			29.2122122122122	23.5390234937692	29.2122122122122	61.3395467644212
			29.2135135135135	23.5050289357226	29.2135135135135	61.3155783771706
			29.2148148148148	23.4710343776762	29.2148148148148	61.2916099899199
			29.2161161161161	23.4370398196296	29.2161161161161	61.2676416026693
			29.2174174174174	23.4030452615831	29.2174174174174	61.2436732154187
			29.2187187187187	23.3690507035366	29.2187187187187	61.219704828168
			29.22002002002	23.3350561454901	29.22002002002	61.1957364409174
			29.2213213213213	23.3010615874435	29.2213213213213	61.1717680536667
			29.2226226226226	23.267067029397	29.2226226226226	61.1477996664162
			29.2239239239239	23.2330724713505	29.2239239239239	61.1238312791654
			29.2252252252252	23.199077913304	29.2252252252252	61.0998628919149
			29.2265265265265	23.1650833552575	29.2265265265265	61.0758945046642
			29.2278278278278	23.131088797211	29.2278278278278	61.0519261174136
			29.2291291291291	23.0970942391644	29.2291291291291	61.0279577301629
			29.2304304304304	23.0630996811179	29.2304304304304	61.0039893429123
			29.2317317317317	23.0291051230713	29.2317317317317	60.9800209556616
			29.233033033033	22.9951105650249	29.233033033033	60.956052568411
			29.2343343343343	22.9611160069784	29.2343343343343	60.9320841811603
			29.2356356356356	22.9271214489318	29.2356356356356	60.9081157939097
			29.2369369369369	22.8931268908852	29.2369369369369	60.8841474066591
			29.2382382382382	22.8591323328388	29.2382382382382	60.8601790194084
			29.2395395395395	22.8251377747922	29.2395395395395	60.8362106321578
			29.2408408408408	22.7911432167457	29.2408408408408	60.8122422449071
			29.2421421421421	22.7571486586992	29.2421421421421	60.7882738576566
			29.2434434434434	22.7231541006528	29.2434434434434	60.7643054704059
			29.2447447447447	22.6891595426061	29.2447447447447	60.7403370831553
			29.246046046046	22.6551649845596	29.246046046046	60.7163686959046
			29.2473473473473	22.6211704265131	29.2473473473473	60.692400308654
			29.2486486486487	22.5871758684666	29.2486486486487	60.6684319214033
			29.24994994995	22.5531813104201	29.24994994995	60.6444635341527
			29.2512512512513	22.5191867523736	29.2512512512513	60.620495146902
			29.2525525525526	22.4851921943271	29.2525525525526	60.5965267596514
			29.2538538538539	22.4511976362805	29.2538538538539	60.5725583724007
			29.2551551551552	22.417203078234	29.2551551551552	60.5485899851501
			29.2564564564565	22.3832085201875	29.2564564564565	60.5246215978995
			29.2577577577578	22.349213962141	29.2577577577578	60.5006532106488
			29.2590590590591	22.3152194040945	29.2590590590591	60.4766848233983
			29.2603603603604	22.2812248460478	29.2603603603604	60.4527164361475
			29.2616616616617	22.2472302880014	29.2616616616617	60.428748048897
			29.262962962963	22.2132357299549	29.262962962963	60.4047796616463
			29.2642642642643	22.1792411719083	29.2642642642643	60.3808112743957
			29.2655655655656	22.1452466138618	29.2655655655656	60.356842887145
			29.2668668668669	22.1112520558154	29.2668668668669	60.3328744998944
			29.2681681681682	22.0772574977688	29.2681681681682	60.3089061126437
			29.2694694694695	22.0432629397222	29.2694694694695	60.2849377253931
			29.2707707707708	22.0092683816757	29.2707707707708	60.2609693381424
			29.2720720720721	21.9752738236292	29.2720720720721	60.2370009508918
			29.2733733733734	21.9412792655827	29.2733733733734	60.2130325636412
			29.2746746746747	21.9072847075362	29.2746746746747	60.1890641763905
			29.275975975976	21.8732901494897	29.275975975976	60.1650957891399
			29.2772772772773	21.8392955914431	29.2772772772773	60.1411274018892
			29.2785785785786	21.8053010333966	29.2785785785786	60.1171590146387
			29.2798798798799	21.7713064753501	29.2798798798799	60.0931906273879
			29.2811811811812	21.7373119173036	29.2811811811812	60.0692222401374
			29.2824824824825	21.7033173592571	29.2824824824825	60.0452538528867
			29.2837837837838	21.6693228012105	29.2837837837838	60.021285465636
			29.2850850850851	21.6353282431641	29.2850850850851	59.9973170783854
			29.2863863863864	21.6013336851175	29.2863863863864	59.9733486911348
			29.2876876876877	21.5673391270709	29.2876876876877	59.9493803038841
			29.288988988989	21.5333445690244	29.288988988989	59.9254119166335
			29.2902902902903	21.499350010978	29.2902902902903	59.9014435293828
			29.2915915915916	21.4653554529314	29.2915915915916	59.8774751421322
			29.2928928928929	21.4313608948848	29.2928928928929	59.8535067548816
			29.2941941941942	21.3973663368383	29.2941941941942	59.8295383676309
			29.2954954954955	21.3633717787918	29.2954954954955	59.8055699803803
			29.2967967967968	21.3293772207453	29.2967967967968	59.7816015931296
			29.2980980980981	21.2953826626988	29.2980980980981	59.7576332058791
			29.2993993993994	21.2613881046523	29.2993993993994	59.7336648186283
			29.3007007007007	21.2273935466058	29.3007007007007	59.7096964313777
			29.302002002002	21.1933989885592	29.302002002002	59.6857280441271
			29.3033033033033	21.1594044305127	29.3033033033033	59.6617596568764
			29.3046046046046	21.1254098724662	29.3046046046046	59.6377912696258
			29.3059059059059	21.0914153144197	29.3059059059059	59.6138228823752
			29.3072072072072	21.0574207563731	29.3072072072072	59.5898544951245
			29.3085085085085	21.0234261983267	29.3085085085085	59.5658861078739
			29.3098098098098	20.9894316402801	29.3098098098098	59.5419177206232
			29.3111111111111	20.9554370822335	29.3111111111111	59.5179493333726
			29.3124124124124	20.921442524187	29.3124124124124	59.493980946122
			29.3137137137137	20.8874479661406	29.3137137137137	59.4700125588713
			29.315015015015	20.853453408094	29.315015015015	59.4460441716207
			29.3163163163163	20.8194588500475	29.3163163163163	59.42207578437
			29.3176176176176	20.7854642920009	29.3176176176176	59.3981073971194
			29.3189189189189	20.7514697339544	29.3189189189189	59.3741390098687
			29.3202202202202	20.7174751759079	29.3202202202202	59.3501706226181
			29.3215215215215	20.6834806178614	29.3215215215215	59.3262022353675
			29.3228228228228	20.6494860598149	29.3228228228228	59.3022338481168
			29.3241241241241	20.6154915017684	29.3241241241241	59.2782654608662
			29.3254254254254	20.5814969437218	29.3254254254254	59.2542970736156
			29.3267267267267	20.5475023856753	29.3267267267267	59.2303286863649
			29.328028028028	20.5135078276288	29.328028028028	59.2063602991143
			29.3293293293293	20.4795132695823	29.3293293293293	59.1823919118636
			29.3306306306306	20.4455187115357	29.3306306306306	59.158423524613
			29.3319319319319	20.4115241534893	29.3319319319319	59.1344551373624
			29.3332332332332	20.3775295954428	29.3332332332332	59.1104867501117
			29.3345345345345	20.3435350373961	29.3345345345345	59.0865183628611
			29.3358358358358	20.3095404793496	29.3358358358358	59.0625499756104
			29.3371371371371	20.2755459213032	29.3371371371371	59.0385815883598
			29.3384384384384	20.2415513632566	29.3384384384384	59.0146132011091
			29.3397397397397	20.2075568052101	29.3397397397397	58.9906448138585
			29.341041041041	20.1735622471635	29.341041041041	58.9666764266079
			29.3423423423423	20.139567689117	29.3423423423423	58.9427080393572
			29.3436436436436	20.1055731310705	29.3436436436436	58.9187396521066
			29.3449449449449	20.071578573024	29.3449449449449	58.894771264856
			29.3462462462462	20.0375840149775	29.3462462462462	58.8708028776053
			29.3475475475475	20.003589456931	29.3475475475475	58.8468344903547
			29.3488488488488	19.9695948988845	29.3488488488488	58.822866103104
			29.3501501501502	19.9356003408379	29.3501501501502	58.7988977158534
			29.3514514514515	19.9016057827914	29.3514514514515	58.7749293286028
			29.3527527527528	19.8676112247449	29.3527527527528	58.7509609413521
			29.3540540540541	19.8336166666983	29.3540540540541	58.7269925541015
			29.3553553553554	19.7996221086519	29.3553553553554	58.7030241668508
			29.3566566566567	19.7656275506054	29.3566566566567	58.6790557796002
			29.357957957958	19.7316329925587	29.357957957958	58.6550873923495
			29.3592592592593	19.6976384345122	29.3592592592593	58.6311190050989
			29.3605605605606	19.6636438764658	29.3605605605606	58.6071506178483
			29.3618618618619	19.6296493184192	29.3618618618619	58.5831822305976
			29.3631631631632	19.5956547603727	29.3631631631632	58.559213843347
			29.3644644644645	19.5616602023262	29.3644644644645	58.5352454560964
			29.3657657657658	19.5276656442796	29.3657657657658	58.5112770688456
			29.3670670670671	19.4936710862331	29.3670670670671	58.4873086815951
			29.3683683683684	19.4596765281866	29.3683683683684	58.4633402943444
			29.3696696696697	19.4256819701402	29.3696696696697	58.4393719070938
			29.370970970971	19.3916874120936	29.370970970971	58.4154035198432
			29.3722722722723	19.3576928540471	29.3722722722723	58.3914351325925
			29.3735735735736	19.3236982960005	29.3735735735736	58.3674667453419
			29.3748748748749	19.289703737954	29.3748748748749	58.3434983580912
			29.3761761761762	19.2557091799075	29.3761761761762	58.3195299708406
			29.3774774774775	19.221714621861	29.3774774774775	58.29556158359
			29.3787787787788	19.1877200638145	29.3787787787788	58.2715931963393
			29.3800800800801	19.153725505768	29.3800800800801	58.2476248090887
			29.3813813813814	19.1197309477215	29.3813813813814	58.2236564218381
			29.3826826826827	19.0857363896748	29.3826826826827	58.1996880345873
			29.383983983984	19.0517418316284	29.383983983984	58.1757196473368
			29.3852852852853	19.0177472735819	29.3852852852853	58.1517512600861
			29.3865865865866	18.9837527155353	29.3865865865866	58.1277828728355
			29.3878878878879	18.9497581574888	29.3878878878879	58.1038144855848
			29.3891891891892	18.9157635994424	29.3891891891892	58.0798460983342
			29.3904904904905	18.8817690413957	29.3904904904905	58.0558777110836
			29.3917917917918	18.8477744833492	29.3917917917918	58.0319093238329
			29.3930930930931	18.8137799253028	29.3930930930931	58.0079409365823
			29.3943943943944	18.7797853672562	29.3943943943944	57.9839725493316
			29.3956956956957	18.7457908092097	29.3956956956957	57.960004162081
			29.396996996997	18.7117962511632	29.396996996997	57.9360357748304
			29.3982982982983	18.6778016931166	29.3982982982983	57.9120673875797
