T^(1/3)	-Seebeck	-Seebeck	-Seebeck	-Seebeck	Independent Variable	Linear Fit of Vg=60 V	Independent Variable	Linear Fit of Vg=40 V	Independent Variable	Linear Fit of Vg=20 V	Independent Variable	Linear Fit of Vg=0 V
					4.66796113121847	1.88707685836894E-5	4.66796113121847	2.09104197263254E-5	4.66796113121847	2.46085672969998E-5	4.66796113121847	2.43146384548033E-5
					4.6691271086226	1.8910693248346E-5	4.6691271086226	2.09536811927895E-5	4.6691271086226	2.46555575716175E-5	4.6691271086226	2.43729599063487E-5
					4.67029308602673	1.89506179130027E-5	4.67029308602673	2.09969426592536E-5	4.67029308602673	2.47025478462352E-5	4.67029308602673	2.4431281357894E-5
					4.67145906343087	1.89905425776593E-5	4.67145906343087	2.10402041257177E-5	4.67145906343087	2.4749538120853E-5	4.67145906343087	2.44896028094393E-5
					4.672625040835	1.90304672423159E-5	4.672625040835	2.10834655921819E-5	4.672625040835	2.47965283954707E-5	4.672625040835	2.45479242609846E-5
					4.67379101823913	1.90703919069725E-5	4.67379101823913	2.1126727058646E-5	4.67379101823913	2.48435186700884E-5	4.67379101823913	2.46062457125299E-5
					4.67495699564326	1.91103165716291E-5	4.67495699564326	2.11699885251101E-5	4.67495699564326	2.48905089447061E-5	4.67495699564326	2.46645671640752E-5
					4.6761229730474	1.91502412362858E-5	4.6761229730474	2.12132499915743E-5	4.6761229730474	2.49374992193238E-5	4.6761229730474	2.47228886156205E-5
					4.67728895045153	1.91901659009424E-5	4.67728895045153	2.12565114580384E-5	4.67728895045153	2.49844894939415E-5	4.67728895045153	2.47812100671658E-5
					4.67845492785566	1.9230090565599E-5	4.67845492785566	2.12997729245025E-5	4.67845492785566	2.50314797685593E-5	4.67845492785566	2.48395315187111E-5
					4.6796209052598	1.92700152302556E-5	4.6796209052598	2.13430343909666E-5	4.6796209052598	2.5078470043177E-5	4.6796209052598	2.48978529702565E-5
					4.68078688266393	1.93099398949122E-5	4.68078688266393	2.13862958574307E-5	4.68078688266393	2.51254603177947E-5	4.68078688266393	2.49561744218018E-5
					4.68195286006806	1.93498645595688E-5	4.68195286006806	2.14295573238948E-5	4.68195286006806	2.51724505924124E-5	4.68195286006806	2.50144958733471E-5
					4.6831188374722	1.93897892242254E-5	4.6831188374722	2.14728187903589E-5	4.6831188374722	2.52194408670301E-5	4.6831188374722	2.50728173248924E-5
					4.68428481487633	1.94297138888821E-5	4.68428481487633	2.15160802568231E-5	4.68428481487633	2.52664311416478E-5	4.68428481487633	2.51311387764377E-5
					4.68545079228046	1.94696385535387E-5	4.68545079228046	2.15593417232872E-5	4.68545079228046	2.53134214162655E-5	4.68545079228046	2.5189460227983E-5
					4.6866167696846	1.95095632181953E-5	4.6866167696846	2.16026031897513E-5	4.6866167696846	2.53604116908832E-5	4.6866167696846	2.52477816795283E-5
					4.68778274708873	1.9549487882852E-5	4.68778274708873	2.16458646562155E-5	4.68778274708873	2.54074019655009E-5	4.68778274708873	2.53061031310736E-5
					4.68894872449286	1.95894125475086E-5	4.68894872449286	2.16891261226796E-5	4.68894872449286	2.54543922401186E-5	4.68894872449286	2.53644245826189E-5
					4.690114701897	1.96293372121652E-5	4.690114701897	2.17323875891437E-5	4.690114701897	2.55013825147364E-5	4.690114701897	2.54227460341642E-5
					4.69128067930113	1.96692618768218E-5	4.69128067930113	2.17756490556078E-5	4.69128067930113	2.55483727893541E-5	4.69128067930113	2.54810674857095E-5
					4.69244665670526	1.97091865414784E-5	4.69244665670526	2.18189105220719E-5	4.69244665670526	2.55953630639718E-5	4.69244665670526	2.55393889372548E-5
					4.6936126341094	1.9749111206135E-5	4.6936126341094	2.18621719885361E-5	4.6936126341094	2.56423533385895E-5	4.6936126341094	2.55977103888001E-5
					4.69477861151353	1.97890358707916E-5	4.69477861151353	2.19054334550002E-5	4.69477861151353	2.56893436132072E-5	4.69477861151353	2.56560318403455E-5
					4.69594458891766	1.98289605354482E-5	4.69594458891766	2.19486949214643E-5	4.69594458891766	2.57363338878249E-5	4.69594458891766	2.57143532918908E-5
					4.69711056632179	1.98688852001049E-5	4.69711056632179	2.19919563879284E-5	4.69711056632179	2.57833241624426E-5	4.69711056632179	2.57726747434361E-5
					4.69827654372593	1.99088098647615E-5	4.69827654372593	2.20352178543925E-5	4.69827654372593	2.58303144370604E-5	4.69827654372593	2.58309961949814E-5
					4.69944252113006	1.99487345294181E-5	4.69944252113006	2.20784793208567E-5	4.69944252113006	2.58773047116781E-5	4.69944252113006	2.58893176465267E-5
					4.70060849853419	1.99886591940748E-5	4.70060849853419	2.21217407873208E-5	4.70060849853419	2.59242949862958E-5	4.70060849853419	2.5947639098072E-5
					4.70177447593833	2.00285838587314E-5	4.70177447593833	2.21650022537849E-5	4.70177447593833	2.59712852609135E-5	4.70177447593833	2.60059605496173E-5
					4.70294045334246	2.0068508523388E-5	4.70294045334246	2.2208263720249E-5	4.70294045334246	2.60182755355312E-5	4.70294045334246	2.60642820011626E-5
					4.70410643074659	2.01084331880446E-5	4.70410643074659	2.22515251867131E-5	4.70410643074659	2.60652658101489E-5	4.70410643074659	2.61226034527079E-5
					4.70527240815073	2.01483578527012E-5	4.70527240815073	2.22947866531773E-5	4.70527240815073	2.61122560847666E-5	4.70527240815073	2.61809249042532E-5
					4.70643838555486	2.01882825173578E-5	4.70643838555486	2.23380481196414E-5	4.70643838555486	2.61592463593843E-5	4.70643838555486	2.62392463557985E-5
					4.70760436295899	2.02282071820144E-5	4.70760436295899	2.23813095861055E-5	4.70760436295899	2.6206236634002E-5	4.70760436295899	2.62975678073438E-5
					4.70877034036313	2.02681318466711E-5	4.70877034036313	2.24245710525697E-5	4.70877034036313	2.62532269086198E-5	4.70877034036313	2.63558892588892E-5
					4.70993631776726	2.03080565113277E-5	4.70993631776726	2.24678325190338E-5	4.70993631776726	2.63002171832375E-5	4.70993631776726	2.64142107104345E-5
					4.71110229517139	2.03479811759843E-5	4.71110229517139	2.25110939854979E-5	4.71110229517139	2.63472074578552E-5	4.71110229517139	2.64725321619798E-5
					4.71226827257553	2.03879058406409E-5	4.71226827257553	2.2554355451962E-5	4.71226827257553	2.63941977324729E-5	4.71226827257553	2.65308536135251E-5
					4.71343424997966	2.04278305052976E-5	4.71343424997966	2.25976169184261E-5	4.71343424997966	2.64411880070906E-5	4.71343424997966	2.65891750650704E-5
					4.71460022738379	2.04677551699542E-5	4.71460022738379	2.26408783848902E-5	4.71460022738379	2.64881782817083E-5	4.71460022738379	2.66474965166157E-5
					4.71576620478792	2.05076798346108E-5	4.71576620478792	2.26841398513543E-5	4.71576620478792	2.6535168556326E-5	4.71576620478792	2.6705817968161E-5
					4.71693218219206	2.05476044992674E-5	4.71693218219206	2.27274013178185E-5	4.71693218219206	2.65821588309437E-5	4.71693218219206	2.67641394197063E-5
					4.71809815959619	2.0587529163924E-5	4.71809815959619	2.27706627842826E-5	4.71809815959619	2.66291491055614E-5	4.71809815959619	2.68224608712516E-5
					4.71926413700032	2.06274538285806E-5	4.71926413700032	2.28139242507467E-5	4.71926413700032	2.66761393801791E-5	4.71926413700032	2.68807823227969E-5
					4.72043011440446	2.06673784932373E-5	4.72043011440446	2.28571857172109E-5	4.72043011440446	2.67231296547969E-5	4.72043011440446	2.69391037743423E-5
					4.72159609180859	2.07073031578939E-5	4.72159609180859	2.2900447183675E-5	4.72159609180859	2.67701199294146E-5	4.72159609180859	2.69974252258876E-5
					4.72276206921272	2.07472278225505E-5	4.72276206921272	2.29437086501391E-5	4.72276206921272	2.68171102040323E-5	4.72276206921272	2.70557466774329E-5
					4.72392804661686	2.07871524872071E-5	4.72392804661686	2.29869701166032E-5	4.72392804661686	2.686410047865E-5	4.72392804661686	2.71140681289782E-5
					4.72509402402099	2.08270771518637E-5	4.72509402402099	2.30302315830673E-5	4.72509402402099	2.69110907532677E-5	4.72509402402099	2.71723895805235E-5
					4.72626000142512	2.08670018165203E-5	4.72626000142512	2.30734930495314E-5	4.72626000142512	2.69580810278854E-5	4.72626000142512	2.72307110320688E-5
					4.72742597882926	2.0906926481177E-5	4.72742597882926	2.31167545159956E-5	4.72742597882926	2.70050713025031E-5	4.72742597882926	2.72890324836141E-5
					4.72859195623339	2.09468511458336E-5	4.72859195623339	2.31600159824597E-5	4.72859195623339	2.70520615771209E-5	4.72859195623339	2.73473539351594E-5
					4.72975793363752	2.09867758104902E-5	4.72975793363752	2.32032774489238E-5	4.72975793363752	2.70990518517386E-5	4.72975793363752	2.74056753867047E-5
					4.73092391104166	2.10267004751469E-5	4.73092391104166	2.32465389153879E-5	4.73092391104166	2.71460421263563E-5	4.73092391104166	2.74639968382501E-5
					4.73208988844579	2.10666251398035E-5	4.73208988844579	2.32898003818521E-5	4.73208988844579	2.7193032400974E-5	4.73208988844579	2.75223182897954E-5
					4.73325586584992	2.11065498044601E-5	4.73325586584992	2.33330618483162E-5	4.73325586584992	2.72400226755917E-5	4.73325586584992	2.75806397413407E-5
					4.73442184325406	2.11464744691167E-5	4.73442184325406	2.33763233147803E-5	4.73442184325406	2.72870129502094E-5	4.73442184325406	2.7638961192886E-5
					4.73558782065819	2.11863991337733E-5	4.73558782065819	2.34195847812444E-5	4.73558782065819	2.73340032248271E-5	4.73558782065819	2.76972826444313E-5
					4.73675379806232	2.12263237984299E-5	4.73675379806232	2.34628462477085E-5	4.73675379806232	2.73809934994448E-5	4.73675379806232	2.77556040959766E-5
					4.73791977546645	2.12662484630865E-5	4.73791977546645	2.35061077141726E-5	4.73791977546645	2.74279837740625E-5	4.73791977546645	2.78139255475219E-5
					4.73908575287059	2.13061731277431E-5	4.73908575287059	2.35493691806368E-5	4.73908575287059	2.74749740486803E-5	4.73908575287059	2.78722469990672E-5
					4.74025173027472	2.13460977923998E-5	4.74025173027472	2.35926306471009E-5	4.74025173027472	2.7521964323298E-5	4.74025173027472	2.79305684506125E-5
					4.74141770767885	2.13860224570564E-5	4.74141770767885	2.3635892113565E-5	4.74141770767885	2.75689545979157E-5	4.74141770767885	2.79888899021578E-5
					4.74258368508299	2.1425947121713E-5	4.74258368508299	2.36791535800291E-5	4.74258368508299	2.76159448725334E-5	4.74258368508299	2.80472113537032E-5
					4.74374966248712	2.14658717863697E-5	4.74374966248712	2.37224150464933E-5	4.74374966248712	2.76629351471511E-5	4.74374966248712	2.81055328052485E-5
					4.74491563989125	2.15057964510263E-5	4.74491563989125	2.37656765129574E-5	4.74491563989125	2.77099254217688E-5	4.74491563989125	2.81638542567938E-5
					4.74608161729539	2.15457211156829E-5	4.74608161729539	2.38089379794215E-5	4.74608161729539	2.77569156963865E-5	4.74608161729539	2.82221757083391E-5
					4.74724759469952	2.15856457803395E-5	4.74724759469952	2.38521994458856E-5	4.74724759469952	2.78039059710043E-5	4.74724759469952	2.82804971598844E-5
					4.74841357210365	2.16255704449961E-5	4.74841357210365	2.38954609123498E-5	4.74841357210365	2.7850896245622E-5	4.74841357210365	2.83388186114297E-5
					4.74957954950779	2.16654951096527E-5	4.74957954950779	2.39387223788139E-5	4.74957954950779	2.78978865202397E-5	4.74957954950779	2.8397140062975E-5
					4.75074552691192	2.17054197743093E-5	4.75074552691192	2.3981983845278E-5	4.75074552691192	2.79448767948574E-5	4.75074552691192	2.84554615145203E-5
					4.75191150431605	2.17453444389659E-5	4.75191150431605	2.40252453117421E-5	4.75191150431605	2.79918670694751E-5	4.75191150431605	2.85137829660656E-5
					4.75307748172018	2.17852691036226E-5	4.75307748172018	2.40685067782062E-5	4.75307748172018	2.80388573440928E-5	4.75307748172018	2.85721044176109E-5
					4.75424345912432	2.18251937682792E-5	4.75424345912432	2.41117682446704E-5	4.75424345912432	2.80858476187105E-5	4.75424345912432	2.86304258691562E-5
					4.75540943652845	2.18651184329358E-5	4.75540943652845	2.41550297111345E-5	4.75540943652845	2.81328378933283E-5	4.75540943652845	2.86887473207015E-5
					4.75657541393258	2.19050430975924E-5	4.75657541393258	2.41982911775986E-5	4.75657541393258	2.8179828167946E-5	4.75657541393258	2.87470687722469E-5
					4.75774139133672	2.19449677622491E-5	4.75774139133672	2.42415526440627E-5	4.75774139133672	2.82268184425637E-5	4.75774139133672	2.88053902237922E-5
					4.75890736874085	2.19848924269057E-5	4.75890736874085	2.42848141105268E-5	4.75890736874085	2.82738087171814E-5	4.75890736874085	2.88637116753375E-5
					4.76007334614498	2.20248170915623E-5	4.76007334614498	2.4328075576991E-5	4.76007334614498	2.83207989917991E-5	4.76007334614498	2.89220331268828E-5
					4.76123932354912	2.20647417562189E-5	4.76123932354912	2.43713370434551E-5	4.76123932354912	2.83677892664168E-5	4.76123932354912	2.89803545784281E-5
					4.76240530095325	2.21046664208755E-5	4.76240530095325	2.44145985099192E-5	4.76240530095325	2.84147795410345E-5	4.76240530095325	2.90386760299734E-5
					4.76357127835738	2.21445910855321E-5	4.76357127835738	2.44578599763833E-5	4.76357127835738	2.84617698156522E-5	4.76357127835738	2.90969974815187E-5
					4.76473725576152	2.21845157501888E-5	4.76473725576152	2.45011214428475E-5	4.76473725576152	2.85087600902699E-5	4.76473725576152	2.9155318933064E-5
					4.76590323316565	2.22244404148454E-5	4.76590323316565	2.45443829093116E-5	4.76590323316565	2.85557503648877E-5	4.76590323316565	2.92136403846093E-5
					4.76706921056978	2.2264365079502E-5	4.76706921056978	2.45876443757757E-5	4.76706921056978	2.86027406395054E-5	4.76706921056978	2.92719618361547E-5
					4.76823518797392	2.23042897441586E-5	4.76823518797392	2.46309058422398E-5	4.76823518797392	2.86497309141231E-5	4.76823518797392	2.93302832877E-5
					4.76940116537805	2.23442144088152E-5	4.76940116537805	2.46741673087039E-5	4.76940116537805	2.86967211887408E-5	4.76940116537805	2.93886047392453E-5
					4.77056714278218	2.23841390734719E-5	4.77056714278218	2.4717428775168E-5	4.77056714278218	2.87437114633585E-5	4.77056714278218	2.94469261907906E-5
					4.77173312018632	2.24240637381285E-5	4.77173312018632	2.47606902416322E-5	4.77173312018632	2.87907017379762E-5	4.77173312018632	2.95052476423359E-5
					4.77289909759045	2.24639884027851E-5	4.77289909759045	2.48039517080963E-5	4.77289909759045	2.88376920125939E-5	4.77289909759045	2.95635690938812E-5
					4.77406507499458	2.25039130674417E-5	4.77406507499458	2.48472131745604E-5	4.77406507499458	2.88846822872116E-5	4.77406507499458	2.96218905454265E-5
					4.77523105239871	2.25438377320983E-5	4.77523105239871	2.48904746410245E-5	4.77523105239871	2.89316725618293E-5	4.77523105239871	2.96802119969718E-5
					4.77639702980285	2.2583762396755E-5	4.77639702980285	2.49337361074887E-5	4.77639702980285	2.89786628364471E-5	4.77639702980285	2.97385334485171E-5
					4.77756300720698	2.26236870614116E-5	4.77756300720698	2.49769975739528E-5	4.77756300720698	2.90256531110648E-5	4.77756300720698	2.97968549000624E-5
					4.77872898461111	2.26636117260682E-5	4.77872898461111	2.50202590404169E-5	4.77872898461111	2.90726433856825E-5	4.77872898461111	2.98551763516077E-5
					4.77989496201525	2.27035363907248E-5	4.77989496201525	2.5063520506881E-5	4.77989496201525	2.91196336603002E-5	4.77989496201525	2.9913497803153E-5
					4.78106093941938	2.27434610553814E-5	4.78106093941938	2.51067819733451E-5	4.78106093941938	2.91666239349179E-5	4.78106093941938	2.99718192546983E-5
					4.78222691682351	2.2783385720038E-5	4.78222691682351	2.51500434398092E-5	4.78222691682351	2.92136142095356E-5	4.78222691682351	3.00301407062436E-5
					4.78339289422765	2.28233103846947E-5	4.78339289422765	2.51933049062734E-5	4.78339289422765	2.92606044841533E-5	4.78339289422765	3.0088462157789E-5
					4.78455887163178	2.28632350493513E-5	4.78455887163178	2.52365663727375E-5	4.78455887163178	2.9307594758771E-5	4.78455887163178	3.01467836093343E-5
					4.78572484903591	2.29031597140079E-5	4.78572484903591	2.52798278392016E-5	4.78572484903591	2.93545850333887E-5	4.78572484903591	3.02051050608796E-5
					4.78689082644005	2.29430843786646E-5	4.78689082644005	2.53230893056658E-5	4.78689082644005	2.94015753080065E-5	4.78689082644005	3.02634265124249E-5
					4.78805680384418	2.29830090433212E-5	4.78805680384418	2.53663507721299E-5	4.78805680384418	2.94485655826242E-5	4.78805680384418	3.03217479639702E-5
					4.78922278124831	2.30229337079778E-5	4.78922278124831	2.5409612238594E-5	4.78922278124831	2.94955558572419E-5	4.78922278124831	3.03800694155155E-5
					4.79038875865245	2.30628583726344E-5	4.79038875865245	2.54528737050581E-5	4.79038875865245	2.95425461318596E-5	4.79038875865245	3.04383908670608E-5
					4.79155473605658	2.3102783037291E-5	4.79155473605658	2.54961351715222E-5	4.79155473605658	2.95895364064773E-5	4.79155473605658	3.04967123186061E-5
					4.79272071346071	2.31427077019476E-5	4.79272071346071	2.55393966379864E-5	4.79272071346071	2.9636526681095E-5	4.79272071346071	3.05550337701514E-5
					4.79388669086485	2.31826323666042E-5	4.79388669086485	2.55826581044505E-5	4.79388669086485	2.96835169557127E-5	4.79388669086485	3.06133552216967E-5
					4.79505266826898	2.32225570312608E-5	4.79505266826898	2.56259195709146E-5	4.79505266826898	2.97305072303304E-5	4.79505266826898	3.0671676673242E-5
					4.79621864567311	2.32624816959175E-5	4.79621864567311	2.56691810373787E-5	4.79621864567311	2.97774975049481E-5	4.79621864567311	3.07299981247873E-5
					4.79738462307724	2.33024063605741E-5	4.79738462307724	2.57124425038428E-5	4.79738462307724	2.98244877795659E-5	4.79738462307724	3.07883195763326E-5
					4.79855060048138	2.33423310252307E-5	4.79855060048138	2.5755703970307E-5	4.79855060048138	2.98714780541836E-5	4.79855060048138	3.0846641027878E-5
					4.79971657788551	2.33822556898873E-5	4.79971657788551	2.57989654367711E-5	4.79971657788551	2.99184683288013E-5	4.79971657788551	3.09049624794233E-5
					4.80088255528964	2.3422180354544E-5	4.80088255528964	2.58422269032352E-5	4.80088255528964	2.9965458603419E-5	4.80088255528964	3.09632839309686E-5
					4.80204853269378	2.34621050192006E-5	4.80204853269378	2.58854883696993E-5	4.80204853269378	3.00124488780367E-5	4.80204853269378	3.10216053825139E-5
					4.80321451009791	2.35020296838572E-5	4.80321451009791	2.59287498361634E-5	4.80321451009791	3.00594391526544E-5	4.80321451009791	3.10799268340592E-5
					4.80438048750204	2.35419543485138E-5	4.80438048750204	2.59720113026276E-5	4.80438048750204	3.01064294272722E-5	4.80438048750204	3.11382482856045E-5
					4.80554646490618	2.35818790131704E-5	4.80554646490618	2.60152727690917E-5	4.80554646490618	3.01534197018899E-5	4.80554646490618	3.11965697371498E-5
					4.80671244231031	2.3621803677827E-5	4.80671244231031	2.60585342355558E-5	4.80671244231031	3.02004099765076E-5	4.80671244231031	3.12548911886951E-5
					4.80787841971444	2.36617283424836E-5	4.80787841971444	2.61017957020199E-5	4.80787841971444	3.02474002511253E-5	4.80787841971444	3.13132126402404E-5
					4.80904439711858	2.37016530071403E-5	4.80904439711858	2.61450571684841E-5	4.80904439711858	3.0294390525743E-5	4.80904439711858	3.13715340917858E-5
					4.81021037452271	2.37415776717969E-5	4.81021037452271	2.61883186349482E-5	4.81021037452271	3.03413808003607E-5	4.81021037452271	3.14298555433311E-5
					4.81137635192684	2.37815023364535E-5	4.81137635192684	2.62315801014123E-5	4.81137635192684	3.03883710749784E-5	4.81137635192684	3.14881769948764E-5
					4.81254232933098	2.38214270011101E-5	4.81254232933098	2.62748415678764E-5	4.81254232933098	3.04353613495961E-5	4.81254232933098	3.15464984464217E-5
					4.81370830673511	2.38613516657668E-5	4.81370830673511	2.63181030343405E-5	4.81370830673511	3.04823516242138E-5	4.81370830673511	3.1604819897967E-5
					4.81487428413924	2.39012763304234E-5	4.81487428413924	2.63613645008046E-5	4.81487428413924	3.05293418988315E-5	4.81487428413924	3.16631413495123E-5
					4.81604026154337	2.394120099508E-5	4.81604026154337	2.64046259672688E-5	4.81604026154337	3.05763321734493E-5	4.81604026154337	3.17214628010576E-5
					4.81720623894751	2.39811256597366E-5	4.81720623894751	2.64478874337329E-5	4.81720623894751	3.0623322448067E-5	4.81720623894751	3.17797842526029E-5
					4.81837221635164	2.40210503243932E-5	4.81837221635164	2.6491148900197E-5	4.81837221635164	3.06703127226847E-5	4.81837221635164	3.18381057041482E-5
					4.81953819375577	2.40609749890498E-5	4.81953819375577	2.65344103666611E-5	4.81953819375577	3.07173029973024E-5	4.81953819375577	3.18964271556935E-5
					4.82070417115991	2.41008996537065E-5	4.82070417115991	2.65776718331253E-5	4.82070417115991	3.07642932719201E-5	4.82070417115991	3.19547486072389E-5
					4.82187014856404	2.41408243183631E-5	4.82187014856404	2.66209332995894E-5	4.82187014856404	3.08112835465378E-5	4.82187014856404	3.20130700587842E-5
					4.82303612596817	2.41807489830197E-5	4.82303612596817	2.66641947660535E-5	4.82303612596817	3.08582738211555E-5	4.82303612596817	3.20713915103295E-5
					4.82420210337231	2.42206736476763E-5	4.82420210337231	2.67074562325176E-5	4.82420210337231	3.09052640957733E-5	4.82420210337231	3.21297129618748E-5
					4.82536808077644	2.42605983123329E-5	4.82536808077644	2.67507176989817E-5	4.82536808077644	3.0952254370391E-5	4.82536808077644	3.21880344134201E-5
					4.82653405818057	2.43005229769896E-5	4.82653405818057	2.67939791654459E-5	4.82653405818057	3.09992446450087E-5	4.82653405818057	3.22463558649654E-5
					4.82770003558471	2.43404476416462E-5	4.82770003558471	2.683724063191E-5	4.82770003558471	3.10462349196264E-5	4.82770003558471	3.23046773165107E-5
					4.82886601298884	2.43803723063028E-5	4.82886601298884	2.68805020983741E-5	4.82886601298884	3.10932251942441E-5	4.82886601298884	3.2362998768056E-5
					4.83003199039297	2.44202969709594E-5	4.83003199039297	2.69237635648382E-5	4.83003199039297	3.11402154688618E-5	4.83003199039297	3.24213202196013E-5
					4.83119796779711	2.4460221635616E-5	4.83119796779711	2.69670250313024E-5	4.83119796779711	3.11872057434796E-5	4.83119796779711	3.24796416711467E-5
					4.83236394520124	2.45001463002727E-5	4.83236394520124	2.70102864977665E-5	4.83236394520124	3.12341960180973E-5	4.83236394520124	3.2537963122692E-5
					4.83352992260537	2.45400709649293E-5	4.83352992260537	2.70535479642306E-5	4.83352992260537	3.1281186292715E-5	4.83352992260537	3.25962845742373E-5
					4.83469590000951	2.45799956295859E-5	4.83469590000951	2.70968094306947E-5	4.83469590000951	3.13281765673327E-5	4.83469590000951	3.26546060257826E-5
					4.83586187741364	2.46199202942425E-5	4.83586187741364	2.71400708971588E-5	4.83586187741364	3.13751668419504E-5	4.83586187741364	3.27129274773279E-5
					4.83702785481777	2.46598449588991E-5	4.83702785481777	2.71833323636229E-5	4.83702785481777	3.14221571165681E-5	4.83702785481777	3.27712489288732E-5
					4.8381938322219	2.46997696235557E-5	4.8381938322219	2.72265938300871E-5	4.8381938322219	3.14691473911858E-5	4.8381938322219	3.28295703804185E-5
					4.83935980962604	2.47396942882124E-5	4.83935980962604	2.72698552965512E-5	4.83935980962604	3.15161376658035E-5	4.83935980962604	3.28878918319638E-5
					4.84052578703017	2.4779618952869E-5	4.84052578703017	2.73131167630153E-5	4.84052578703017	3.15631279404212E-5	4.84052578703017	3.29462132835091E-5
					4.8416917644343	2.48195436175256E-5	4.8416917644343	2.73563782294794E-5	4.8416917644343	3.16101182150389E-5	4.8416917644343	3.30045347350544E-5
					4.84285774183844	2.48594682821822E-5	4.84285774183844	2.73996396959436E-5	4.84285774183844	3.16571084896567E-5	4.84285774183844	3.30628561865997E-5
					4.84402371924257	2.48993929468389E-5	4.84402371924257	2.74429011624077E-5	4.84402371924257	3.17040987642744E-5	4.84402371924257	3.3121177638145E-5
					4.8451896966467	2.49393176114955E-5	4.8451896966467	2.74861626288718E-5	4.8451896966467	3.17510890388921E-5	4.8451896966467	3.31794990896904E-5
					4.84635567405084	2.49792422761521E-5	4.84635567405084	2.75294240953359E-5	4.84635567405084	3.17980793135098E-5	4.84635567405084	3.32378205412357E-5
					4.84752165145497	2.50191669408087E-5	4.84752165145497	2.75726855618001E-5	4.84752165145497	3.18450695881275E-5	4.84752165145497	3.3296141992781E-5
					4.8486876288591	2.50590916054653E-5	4.8486876288591	2.76159470282642E-5	4.8486876288591	3.18920598627452E-5	4.8486876288591	3.33544634443263E-5
					4.84985360626324	2.50990162701219E-5	4.84985360626324	2.76592084947283E-5	4.84985360626324	3.19390501373629E-5	4.84985360626324	3.34127848958716E-5
					4.85101958366737	2.51389409347785E-5	4.85101958366737	2.77024699611924E-5	4.85101958366737	3.19860404119806E-5	4.85101958366737	3.34711063474169E-5
					4.8521855610715	2.51788655994352E-5	4.8521855610715	2.77457314276565E-5	4.8521855610715	3.20330306865983E-5	4.8521855610715	3.35294277989622E-5
					4.85335153847564	2.52187902640918E-5	4.85335153847564	2.77889928941207E-5	4.85335153847564	3.20800209612161E-5	4.85335153847564	3.35877492505075E-5
					4.85451751587977	2.52587149287484E-5	4.85451751587977	2.78322543605848E-5	4.85451751587977	3.21270112358338E-5	4.85451751587977	3.36460707020529E-5
					4.8556834932839	2.5298639593405E-5	4.8556834932839	2.78755158270489E-5	4.8556834932839	3.21740015104515E-5	4.8556834932839	3.37043921535982E-5
					4.85684947068803	2.53385642580617E-5	4.85684947068803	2.7918777293513E-5	4.85684947068803	3.22209917850692E-5	4.85684947068803	3.37627136051435E-5
					4.85801544809217	2.53784889227183E-5	4.85801544809217	2.79620387599771E-5	4.85801544809217	3.22679820596869E-5	4.85801544809217	3.38210350566888E-5
					4.8591814254963	2.54184135873749E-5	4.8591814254963	2.80053002264413E-5	4.8591814254963	3.23149723343046E-5	4.8591814254963	3.38793565082341E-5
					4.86034740290043	2.54583382520315E-5	4.86034740290043	2.80485616929054E-5	4.86034740290043	3.23619626089223E-5	4.86034740290043	3.39376779597794E-5
					4.86151338030457	2.54982629166881E-5	4.86151338030457	2.80918231593695E-5	4.86151338030457	3.240895288354E-5	4.86151338030457	3.39959994113247E-5
					4.8626793577087	2.55381875813447E-5	4.8626793577087	2.81350846258336E-5	4.8626793577087	3.24559431581577E-5	4.8626793577087	3.405432086287E-5
					4.86384533511283	2.55781122460013E-5	4.86384533511283	2.81783460922977E-5	4.86384533511283	3.25029334327754E-5	4.86384533511283	3.41126423144153E-5
					4.86501131251697	2.5618036910658E-5	4.86501131251697	2.82216075587619E-5	4.86501131251697	3.25499237073932E-5	4.86501131251697	3.41709637659606E-5
					4.8661772899211	2.56579615753146E-5	4.8661772899211	2.8264869025226E-5	4.8661772899211	3.25969139820109E-5	4.8661772899211	3.42292852175059E-5
					4.86734326732523	2.56978862399712E-5	4.86734326732523	2.83081304916901E-5	4.86734326732523	3.26439042566286E-5	4.86734326732523	3.42876066690512E-5
					4.86850924472937	2.57378109046278E-5	4.86850924472937	2.83513919581542E-5	4.86850924472937	3.26908945312463E-5	4.86850924472937	3.43459281205965E-5
					4.8696752221335	2.57777355692845E-5	4.8696752221335	2.83946534246183E-5	4.8696752221335	3.2737884805864E-5	4.8696752221335	3.44042495721418E-5
					4.87084119953763	2.58176602339411E-5	4.87084119953763	2.84379148910825E-5	4.87084119953763	3.27848750804817E-5	4.87084119953763	3.44625710236872E-5
					4.87200717694177	2.58575848985977E-5	4.87200717694177	2.84811763575466E-5	4.87200717694177	3.28318653550994E-5	4.87200717694177	3.45208924752325E-5
					4.8731731543459	2.58975095632543E-5	4.8731731543459	2.85244378240107E-5	4.8731731543459	3.28788556297172E-5	4.8731731543459	3.45792139267778E-5
					4.87433913175003	2.59374342279109E-5	4.87433913175003	2.85676992904748E-5	4.87433913175003	3.29258459043349E-5	4.87433913175003	3.46375353783231E-5
					4.87550510915417	2.59773588925675E-5	4.87550510915417	2.8610960756939E-5	4.87550510915417	3.29728361789526E-5	4.87550510915417	3.46958568298684E-5
					4.8766710865583	2.60172835572242E-5	4.8766710865583	2.86542222234031E-5	4.8766710865583	3.30198264535703E-5	4.8766710865583	3.47541782814137E-5
